Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount,Profit,Profit Margin,Month-Year,Years,Days to Ship,Discount Impact,AOV,High/Low Profit Flag
6837,CA-2017-142643,10/15/17,10/20/17,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Thousand Oaks,California,91360,West,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",$22.72,1,0.00%,$9.32,41%,Oct-2017,2017,5,$0.00,$22.72,Profitable
6838,CA-2015-116260,7/6/15,7/12/15,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Vineland,New Jersey,8360,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,$11.12,4,0.00%,$2.89,26%,Jul-2015,2015,6,$0.00,$2.78,Profitable
6839,CA-2017-107517,2/5/17,2/9/17,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,90503,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","$1,640.70",5,0.00%,$459.40,28%,Feb-2017,2017,4,$0.00,$328.14,Profitable
6840,CA-2017-107517,2/5/17,2/9/17,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,90503,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,$371.20,5,20.00%,$41.76,11%,Feb-2017,2017,4,$92.80,$74.24,Profitable
6841,CA-2015-166338,12/6/15,12/7/15,First Class,MP-18175,Mike Pelletier,Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,$14.83,3,70.00%,-$10.38,-70%,Dec-2015,2015,1,$34.61,$4.94,Loss
6842,CA-2016-123946,9/12/16,9/17/16,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,22153,South,TEC-AC-10004877,Technology,Accessories,Imation†30456 USB†Flash Drive†8GB,$20.70,3,0.00%,$1.66,8%,Sep-2016,2016,5,$0.00,$6.90,Profitable
6843,CA-2016-123946,9/12/16,9/17/16,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,22153,South,OFF-FA-10002975,Office Supplies,Fasteners,Staples,$11.34,3,0.00%,$5.22,46%,Sep-2016,2016,5,$0.00,$3.78,Profitable
6844,CA-2016-123946,9/12/16,9/17/16,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,22153,South,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",$67.90,5,0.00%,$0.68,1%,Sep-2016,2016,5,$0.00,$13.58,Profitable
6845,CA-2016-123946,9/12/16,9/17/16,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,22153,South,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,"$1,059.12",4,0.00%,$307.14,29%,Sep-2016,2016,5,$0.00,$264.78,Profitable
6846,CA-2014-147543,7/6/14,7/12/14,Standard Class,BC-11125,Becky Castell,Home Office,United States,El Cajon,California,92020,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,$478.48,2,20.00%,$47.85,10%,Jul-2014,2014,6,$119.62,$239.24,Profitable
6847,US-2016-159093,5/9/16,5/14/16,Standard Class,RS-19420,Ricardo Sperren,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",$32.04,4,0.00%,$14.42,45%,May-2016,2016,5,$0.00,$8.01,Profitable
6848,CA-2016-162110,7/18/16,7/22/16,Standard Class,NP-18670,Nora Paige,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,$55.99,1,20.00%,$3.50,6%,Jul-2016,2016,4,$14.00,$55.99,Profitable
6849,US-2016-163461,6/18/16,6/21/16,First Class,BT-11440,Bobby Trafton,Consumer,United States,Frankfort,Illinois,60423,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,$76.86,2,20.00%,$26.90,35%,Jun-2016,2016,3,$19.22,$38.43,Profitable
6850,CA-2014-101462,4/20/14,4/25/14,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",$59.92,4,0.00%,$27.56,46%,Apr-2014,2014,5,$0.00,$14.98,Profitable
6851,US-2016-100461,1/8/16,1/12/16,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","$1,565.88",6,0.00%,$407.13,26%,Jan-2016,2016,4,$0.00,$260.98,Profitable
6852,US-2016-100461,1/8/16,1/12/16,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,$106.05,7,0.00%,$49.84,47%,Jan-2016,2016,4,$0.00,$15.15,Profitable
6853,US-2017-162670,12/23/17,12/28/17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",$62.04,4,0.00%,$17.37,28%,Dec-2017,2017,5,$0.00,$15.51,Profitable
6854,US-2017-162670,12/23/17,12/28/17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",$494.97,3,0.00%,$148.49,30%,Dec-2017,2017,5,$0.00,$164.99,Profitable
6855,US-2017-162670,12/23/17,12/28/17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",$367.96,4,0.00%,$14.72,4%,Dec-2017,2017,5,$0.00,$91.99,Profitable
6856,US-2017-162670,12/23/17,12/28/17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",$44.96,2,0.00%,$20.68,46%,Dec-2017,2017,5,$0.00,$22.48,Profitable
6857,US-2017-162670,12/23/17,12/28/17,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",$182.94,3,0.00%,$85.98,47%,Dec-2017,2017,5,$0.00,$60.98,Profitable
6858,CA-2017-128965,4/17/17,4/22/17,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",$28.14,3,0.00%,$13.51,48%,Apr-2017,2017,5,$0.00,$9.38,Profitable
6859,CA-2017-128965,4/17/17,4/22/17,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,$7.38,2,0.00%,$3.47,47%,Apr-2017,2017,5,$0.00,$3.69,Profitable
6860,CA-2017-128965,4/17/17,4/22/17,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,$10.90,5,0.00%,$3.60,33%,Apr-2017,2017,5,$0.00,$2.18,Profitable
6861,CA-2017-128965,4/17/17,4/22/17,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,$274.89,11,0.00%,$46.73,17%,Apr-2017,2017,5,$0.00,$24.99,Profitable
6862,CA-2017-128965,4/17/17,4/22/17,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,$23.04,8,0.00%,$11.29,49%,Apr-2017,2017,5,$0.00,$2.88,Profitable
6863,CA-2017-128965,4/17/17,4/22/17,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",$218.35,3,20.00%,-$19.11,-9%,Apr-2017,2017,5,$54.59,$72.78,Loss
6864,CA-2017-138618,12/1/17,12/8/17,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,$10.37,2,20.00%,$3.63,35%,Dec-2017,2017,7,$2.59,$5.18,Profitable
6865,US-2016-126452,8/21/16,8/28/16,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,$12.67,2,20.00%,$4.75,38%,Aug-2016,2016,7,$3.17,$6.34,Profitable
6866,US-2016-126452,8/21/16,8/28/16,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,$91.96,5,20.00%,-$20.69,-23%,Aug-2016,2016,7,$22.99,$18.39,Loss
6867,US-2016-126452,8/21/16,8/28/16,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,TEC-AC-10000844,Technology,Accessories,Logitech†Gaming G510s - Keyboard,$254.97,3,0.00%,$91.79,36%,Aug-2016,2016,7,$0.00,$84.99,Profitable
6868,US-2016-126452,8/21/16,8/28/16,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,$31.98,2,20.00%,-$8.00,-25%,Aug-2016,2016,7,$8.00,$15.99,Loss
6869,US-2016-126452,8/21/16,8/28/16,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,"$2,887.06",9,20.00%,$180.44,6%,Aug-2016,2016,7,$721.76,$320.78,Profitable
6870,US-2016-126452,8/21/16,8/28/16,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,$12.96,2,0.00%,$6.22,48%,Aug-2016,2016,7,$0.00,$6.48,Profitable
6871,US-2016-126452,8/21/16,8/28/16,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,$47.52,9,0.00%,$21.38,45%,Aug-2016,2016,7,$0.00,$5.28,Profitable
6872,CA-2016-145009,12/5/16,12/8/16,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Chicago,Illinois,60610,Central,OFF-LA-10004853,Office Supplies,Labels,Avery 483,$11.95,3,20.00%,$3.88,33%,Dec-2016,2016,3,$2.99,$3.98,Profitable
6873,CA-2015-162544,12/16/15,12/19/15,First Class,SG-20080,Sandra Glassco,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,$4.98,1,0.00%,$2.34,47%,Dec-2015,2015,3,$0.00,$4.98,Profitable
6874,CA-2014-124394,10/17/14,10/22/14,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",$10.78,5,80.00%,-$17.25,-160%,Oct-2014,2014,5,$43.12,$2.16,Loss
6875,CA-2014-124394,10/17/14,10/22/14,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,Central,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,$119.98,3,20.00%,-$18.00,-15%,Oct-2014,2014,5,$29.99,$39.99,Loss
6876,US-2016-121013,9/5/16,9/10/16,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,$25.06,2,0.00%,$11.78,47%,Sep-2016,2016,5,$0.00,$12.53,Profitable
6877,US-2016-121013,9/5/16,9/10/16,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","$1,652.94",3,0.00%,$314.06,19%,Sep-2016,2016,5,$0.00,$550.98,Profitable
6878,US-2015-123918,10/15/15,10/15/15,Same Day,CG-12520,Claire Gute,Consumer,United States,Dallas,Texas,75217,Central,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",$131.38,6,60.00%,-$95.25,-73%,Oct-2015,2015,0,$197.06,$21.90,Loss
6879,US-2015-123918,10/15/15,10/15/15,Same Day,CG-12520,Claire Gute,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,$5.34,1,20.00%,$1.87,35%,Oct-2015,2015,0,$1.34,$5.34,Profitable
6880,CA-2015-137113,12/1/15,12/5/15,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,"$2,003.92",5,20.00%,$125.25,6%,Dec-2015,2015,4,$500.98,$400.78,Profitable
6881,CA-2015-137113,12/1/15,12/5/15,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,$32.40,5,0.00%,$15.55,48%,Dec-2015,2015,4,$0.00,$6.48,Profitable
6882,CA-2015-137113,12/1/15,12/5/15,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,"$1,913.40",9,0.00%,$401.81,21%,Dec-2015,2015,4,$0.00,$212.60,Profitable
6883,CA-2015-137113,12/1/15,12/5/15,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,$146.73,3,0.00%,$2.93,2%,Dec-2015,2015,4,$0.00,$48.91,Profitable
6884,CA-2015-137113,12/1/15,12/5/15,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",$114.20,5,0.00%,$52.53,46%,Dec-2015,2015,4,$0.00,$22.84,Profitable
6885,CA-2015-120677,5/31/15,6/4/15,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,"$2,567.84",8,0.00%,$770.35,30%,May-2015,2015,4,$0.00,$320.98,Profitable
6886,CA-2017-123036,9/10/17,9/17/17,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Springfield,Ohio,45503,East,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,$37.06,4,20.00%,$8.80,24%,Sep-2017,2017,7,$9.26,$9.26,Profitable
6887,CA-2017-123036,9/10/17,9/17/17,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Springfield,Ohio,45503,East,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,$259.90,2,40.00%,-$56.31,-22%,Sep-2017,2017,7,$173.26,$129.95,Loss
6888,CA-2017-120222,4/25/17,5/2/17,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$19.05,3,0.00%,$8.76,46%,Apr-2017,2017,7,$0.00,$6.35,Profitable
6889,CA-2017-120222,4/25/17,5/2/17,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,90032,West,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,$73.34,3,20.00%,$27.50,38%,Apr-2017,2017,7,$18.34,$24.45,Profitable
6890,CA-2017-164756,9/18/17,9/22/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$95.68,8,0.00%,$26.79,28%,Sep-2017,2017,4,$0.00,$11.96,Profitable
6891,CA-2017-164756,9/18/17,9/22/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10000673,Office Supplies,Paper,"Post-it ìImportant Messageî Note Pad, Neon Colors, 50 Sheets/Pad",$50.96,7,0.00%,$24.46,48%,Sep-2017,2017,4,$0.00,$7.28,Profitable
6892,CA-2017-164756,9/18/17,9/22/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",$113.94,3,0.00%,$34.18,30%,Sep-2017,2017,4,$0.00,$37.98,Profitable
6893,CA-2017-164756,9/18/17,9/22/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,$25.92,4,0.00%,$12.44,48%,Sep-2017,2017,4,$0.00,$6.48,Profitable
6894,CA-2017-164756,9/18/17,9/22/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",$20.32,4,0.00%,$6.91,34%,Sep-2017,2017,4,$0.00,$5.08,Profitable
6895,CA-2017-164756,9/18/17,9/22/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,$411.98,2,0.00%,$119.47,29%,Sep-2017,2017,4,$0.00,$205.99,Profitable
6896,CA-2017-164756,9/18/17,9/22/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",$34.48,2,0.00%,$10.00,29%,Sep-2017,2017,4,$0.00,$17.24,Profitable
6897,CA-2017-164756,9/18/17,9/22/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,$244.55,5,0.00%,$114.94,47%,Sep-2017,2017,4,$0.00,$48.91,Profitable
6898,CA-2017-122028,8/18/17,8/25/17,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Lakewood,Ohio,44107,East,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,$10.78,3,70.00%,-$7.91,-73%,Aug-2017,2017,7,$25.16,$3.59,Loss
6899,US-2015-165512,5/24/15,5/26/15,Second Class,VS-21820,Vivek Sundaresam,Consumer,United States,Naperville,Illinois,60540,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",$602.65,7,30.00%,-$163.58,-27%,May-2015,2015,2,$258.28,$86.09,Loss
6900,US-2015-165512,5/24/15,5/26/15,Second Class,VS-21820,Vivek Sundaresam,Consumer,United States,Naperville,Illinois,60540,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,$7.66,6,80.00%,-$13.02,-170%,May-2015,2015,2,$30.62,$1.28,Loss
6901,CA-2015-140557,9/7/15,9/11/15,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$559.93,7,0.00%,$167.98,30%,Sep-2015,2015,4,$0.00,$79.99,Profitable
6902,US-2017-135013,7/24/17,7/24/17,Same Day,HR-14830,Harold Ryan,Corporate,United States,Huntington Beach,California,92646,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,"$2,399.96",5,20.00%,$839.99,35%,Jul-2017,2017,0,$599.99,$479.99,Profitable
6903,CA-2017-111220,9/2/17,9/8/17,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Chicago,Illinois,60653,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,$16.00,4,20.00%,$5.60,35%,Sep-2017,2017,6,$4.00,$4.00,Profitable
6904,CA-2017-111220,9/2/17,9/8/17,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,$5.59,2,80.00%,-$15.09,-270%,Sep-2017,2017,6,$22.35,$2.79,Loss
6905,CA-2017-111220,9/2/17,9/8/17,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",$235.92,5,20.00%,-$44.24,-19%,Sep-2017,2017,6,$58.98,$47.18,Loss
6906,US-2017-149006,12/6/17,12/8/17,Second Class,BN-11470,Brad Norvell,Corporate,United States,Brentwood,California,94513,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,$10.68,1,0.00%,$2.88,27%,Dec-2017,2017,2,$0.00,$10.68,Profitable
6907,CA-2017-149468,5/20/17,5/20/17,Same Day,AR-10405,Allen Rosenblatt,Corporate,United States,Trenton,Michigan,48183,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",$41.28,2,0.00%,$19.81,48%,May-2017,2017,0,$0.00,$20.64,Profitable
6908,CA-2016-140249,9/27/16,10/3/16,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,"$1,001.58",2,20.00%,$125.20,13%,Sep-2016,2016,6,$250.40,$500.79,Profitable
6909,US-2017-135503,12/10/17,12/15/17,Standard Class,JE-16165,Justin Ellison,Corporate,United States,North Charleston,South Carolina,29406,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$14.76,2,0.00%,$4.28,29%,Dec-2017,2017,5,$0.00,$7.38,Profitable
6910,CA-2014-126277,9/13/14,9/18/14,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,$2.50,3,70.00%,-$2.00,-80%,Sep-2014,2014,5,$5.84,$0.83,Loss
6911,US-2017-115301,7/29/17,8/2/17,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",$115.96,2,0.00%,$25.51,22%,Jul-2017,2017,4,$0.00,$57.98,Profitable
6912,CA-2017-168942,8/1/17,8/5/17,Second Class,EM-13960,Eric Murdock,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",$186.54,3,0.00%,$50.37,27%,Aug-2017,2017,4,$0.00,$62.18,Profitable
6913,US-2017-128398,5/2/17,5/5/17,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10001714,Technology,Accessories,Logitech†MX Performance Wireless Mouse,$159.56,4,0.00%,$59.04,37%,May-2017,2017,3,$0.00,$39.89,Profitable
6914,CA-2015-104115,6/12/15,6/16/15,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,West Palm Beach,Florida,33407,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,$55.98,2,20.00%,$4.20,8%,Jun-2015,2015,4,$14.00,$27.99,Profitable
6915,CA-2014-142510,12/22/14,12/29/14,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,$132.16,1,20.00%,$9.91,8%,Dec-2014,2014,7,$33.04,$132.16,Profitable
6916,CA-2014-142510,12/22/14,12/29/14,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,$17.90,6,80.00%,-$31.33,-175%,Dec-2014,2014,7,$71.62,$2.98,Loss
6917,CA-2014-142510,12/22/14,12/29/14,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,$124.03,4,20.00%,$44.96,36%,Dec-2014,2014,7,$31.01,$31.01,Profitable
6918,CA-2014-124247,12/16/14,12/21/14,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"$1,403.92",5,20.00%,$70.20,5%,Dec-2014,2014,5,$350.98,$280.78,Profitable
6919,CA-2016-105473,4/16/16,4/18/16,Second Class,BM-11785,Bryan Mills,Consumer,United States,Seattle,Washington,98115,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,$28.80,3,0.00%,$0.86,3%,Apr-2016,2016,2,$0.00,$9.60,Profitable
6920,CA-2015-102806,5/21/15,5/28/15,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$24.59,2,70.00%,-$18.03,-73%,May-2015,2015,7,$57.37,$12.29,Loss
6921,CA-2017-121706,2/26/17,3/2/17,Standard Class,BM-11140,Becky Martin,Consumer,United States,Santa Barbara,California,93101,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,$356.79,7,0.00%,$99.90,28%,Feb-2017,2017,4,$0.00,$50.97,Profitable
6922,CA-2017-109211,4/4/17,4/10/17,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,New York City,New York,10011,East,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,$16.98,1,0.00%,$8.49,50%,Apr-2017,2017,6,$0.00,$16.98,Profitable
6923,CA-2015-134257,3/16/15,3/19/15,Second Class,MS-17710,Maurice Satty,Consumer,United States,Auburn,Alabama,36830,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",$491.55,5,0.00%,$240.86,49%,Mar-2015,2015,3,$0.00,$98.31,Profitable
